QUESTION,ANSWER1,ANSWER2,ANSWER3
"['dynamic', 'datum', 'structure']","['dynamic', 'datum', 'structure', '(', 'dds', ')', 'refer', 'organization', 'collection', 'datum', 'memory', 'flexibility', 'grow', 'shrink', 'size', ',', 'enable', 'programmer', 'control', 'exactly', 'memory', 'utilize', '.', 'dynamic', 'datum', 'structure', 'change', 'size', 'have', 'unused', 'memory', 'allocate', 'de', '-', 'allocate', 'heap', 'need', '.', 'dynamic', 'datum', 'structure', 'play', 'key', 'role', 'programming', 'language', 'like', 'c', ',', 'c++', ',', 'java', 'provide', 'programmer', 'flexibility', 'adjust', 'memory', 'consumption', 'software', 'program', '.']","['dynamic', 'data', 'structure', 'dynamic', 'size', ',', ',', 'size', 'grow', 'shrink', 'base', 'element', 'present', 'runtime', '.', 'make', 'efficient', 'use', 'memory', 'space', 'memory', 'require', 'time', '.', 'dynamic', 'memory', 'allocation', 'stack', 'heap', '.']","['dynamic', 'datum', 'structure', 'refer', 'datum', 'structure', 'grow', 'shrink', 'size', 'program', 'execution', '.', 'allow', 'efficient', 'memory', 'management', 'flexibility', 'handle', 'vary', 'amount', 'datum', '.', 'context', 'c', 'programming', ',', 'dynamic', 'datum', 'structure', 'typically', 'implement', 'pointer', 'memory', 'allocation', 'function', 'like', 'malloc', '(', ')', 'free', '(', ')', '.', 'commonly', 'dynamic', 'datum', 'structure', 'include', 'link', 'list', ',', 'stack', ',', 'queue', ',', 'tree', ',', 'graph', '.']"
"['different', 'storage', 'class', 'specifier', 'c', '?']","['auto', ',', 'register', ',', 'static', ',', 'extern']","['auto', 'specifi', 'default', 'storage', 'class', 'local', 'variable', 'function', ',', 'register', 'specifi', 'declare', 'variable', 'likely', 'heavily', 'store', 'cpu', 'register', 'fast', 'access', '.', ',', 'compiler', 'actually', 'store', 'variable', 'register', 'base', 'optimization', 'strategy', '.', 'static', 'specifi', 'declare', 'variable', 'static', 'storage', 'duration', '.', 'extern', 'specifi', 'declare', 'variable', 'function', 'define', 'source', 'files.the', 'typedef', 'specifi', 'storage', 'class', 'specifier', ',', 'categorize', '.']","['storage', 'class', 'c', 'declare', 'block', 'program', 'storage', 'class', 'specifier', ',', 'auto', ',', 'register', ',', 'extern', ',', 'static', '.', 'storage', 'class', 'specifier', ',', ""'"", 'typedef', ""'"", 'syntactic', 'form', ',', 'reserve', 'storage', '.', 'specifier', 'instruct', 'compiler', 'store', 'variable', '.']"
"['print', '""', 'hello', 'world', '""', 'semicolon']","['printf', '(', ')', 'return', 'total', 'number', 'character', 'write', 'stdout', '.', 'condition', 'check', 'condition', ',', 'condition', ',', 'switch', 'case', 'macro', '.']","['achieve', 'leverage', 'fact', 'newline', 'character', '(', '\\n', ')', 'automatically', 'flush', 'output', 'buffer', '.']","['print', '""', 'hello', 'world', '""', 'semicolon', ',', 'use', 'printf', 'control', 'statement', ',', 'switch', 'loop', ',', 'printf', '(', ')', 'statement', 'return', 'length', 'text', ',', 'non', 'zero', 'value', ',', 'statement', 'true', '.', 'text', 'write', 'screen', '.']"
"['use', 'pointer', 'c']","['address', 'variable', ',', 'achieve', 'pass', 'reference', 'implement', '""', 'link', '""', 'datum', 'structure', 'like', 'link', 'list', 'binary', 'tree', '.']","['want', 'dynamically', 'allocate', 'memory', ',', 'want', 'achieve', 'pass', 'reference', ',', 'want', 'efficient', 'accessing', 'manipulating', 'datum', ',', 'want', 'implement', 'complex', 'datum', 'structure', 'algorithm']","['create', 'dynamic', 'datum', 'structure', '(', 'e.g.', 'link', 'list', ')', ',', 'access', 'information', 'store', 'array', 'optimize', 'program', 'run', 'fast', 'and/or', 'use', 'memory']"
"['s', 'difference', 'array', 'pointer']","['pointer', 'design', 'store', 'address', 'variable', ',', 'array', 'store', 'multiple', 'variable', 'data', 'type', '.', 'pointer', 'store', 'address', 'variable', ',', 'array', 'store', 'number', 'element', 'size', 'array', 'variable', '.']","['array', 'define', 'collection', 'similar', 'datatype', '.', 'pointer', 'variable', 'store', 'address', 'variable', '.']","['array', 'fix', '-', 'size', 'collection', 'element', ',', 'pointer', 'variable', 'store', 'memory', 'address', '.', 'array', 'provide', 'convenient', 'way', 'store', 'access', 'multiple', 'element', 'type', ',', 'pointer', 'offer', 'flexibility', 'memory', 'manipulation', 'dynamic', 'memory', 'allocation', '.']"
"['print', 'number', '1', '100', 'loop']","['use', 'recursion', 'purpose', '.']","['approach', 'use', 'goto', 'statement', 'repeatedly', 'print', 'number', 'check', '100']","['option', 'use', 'recursive', 'function', 'print', 'number', 'use', 'goto', 'statement', 'repeatedly', 'print', 'number', ',', 'method', 'simulate', 'loop', 'fit', 'requirement']"
"['volatile', 'keyword']","['volatile', 'keyword', 'intend', 'prevent', 'compiler', 'apply', 'optimization', 'object', 'change', 'way', 'determine', 'compiler', '.', 'object', 'declare', 'volatile', 'omit', 'optimization', 'value', 'change', 'code', 'outside', 'scope', 'current', 'code', 'time', '.']","['volatile', 'keyword', 'indicate', 'variable', 'modify', 'external', 'factor', 'control', 'program', '.', 'tell', 'compiler', 'value', 'variable', 'change', 'unexpectedly', ',', 'explicit', 'assignment', 'program', '.', 'inform', 'compiler', 'optimize', 'assumption', 'variable', ',', 'ensure', 'read', 'write', 'variable', 'occur', 'intend', '.']","['volatile', 'keyword', 'c', 'qualifier', 'programmer', 'declare', 'variable', 'source', 'code', '.', 'tell', 'compiler', 'variable', 'value', 'modify', 'point', 'need', 'task', 'source', 'code', '.']"
"['variable', 'const', 'volatile']","['yes', ',', 'const', 'mean', 'variable', 'assign', 'new', 'value', '.', 'value', 'change', 'code', 'pointer', '.']","['yes', ',', 'variable', 'constant', 'volatile', '.']","['yes', ',', 'variable', 'c', 'const', 'volatile', '.', 'const', 'qualifier', 'indicate', 'variable', 'value', 'modify', 'program', ',', 'volatile', 'qualifier', 'indicate', 'variable', 'change', 'unexpectedly', 'external', 'factor', '.']"
"['entry', 'control', 'exit', 'control', 'loop', '?']","['entry', 'control', 'loops', 'c', ':', 'loop', 'loops', ',', 'hand', 'example', 'exit', 'control', 'loop', 'c', 'loop']","['entry', 'control', 'loop', ',', 'condition', 'check', 'enter', 'loop', 'body', '.', 'condition', 'initially', 'satisfied', ',', 'loop', 'body', 'skip', 'entirely', '.', 'common', 'entry', 'control', 'loop', 'c', 'loop', '.', '  ', 'exit', 'control', 'loop', ',', 'condition', 'check', 'execute', 'loop', 'body', '.', 'loop', 'body', 'execute', ',', 'condition', 'initially', 'false', '.', '-', 'loop', 'example', 'exit', 'control', 'loop', '.']","['entry', 'control', ',', 'condition', 'check', 'loop', 'execute', 'condition', 'true', '.', 'exit', 'control', ',', 'loop', 'execute', 'condition', 'check', '.', 'mean', 'exit', '-', 'control', 'loop', 'execute', '.']"
"['stack', 'heap', 'area', '?']","['heap', 'area', 'object', 'allocate', 'dynamically', '(', 'malloc', '(', ')', 'calloc', '(', ')', ')', '.', 'hand', 'stack', 'area', 'store', 'local', 'variable', 'argument', 'method', '.', 'stay', 'memory', 'till', 'termination', 'particular', 'method', '.']","['stack', 'manage', 'local', 'variable', 'function', 'information', 'automatic', 'allocation', 'deallocation', ',', 'heap', 'dynamic', 'memory', 'allocation', 'explicit', 'control', 'allocation', 'deallocation', '.']","['stack', 'store', 'local', 'variable', 'heap', 'store', 'dynamic', 'memory', 'programmer', 'allocate', '.']"
"['<', 'stdio.h', '>']","['header', 'file', 'c', 'contain', 'prototype', 'definition', 'command', 'scanf', 'printf', '.']","['file', 'stdio', '.', 'h', 'build', '-', 'header', 'file', 'c.', 'acronym', 'stdio', 'stand', 'standard', 'input', 'output', '.', 'header', 'file', 'contain', '3', 'variable', ',', 'multiple', 'function', 'definition', ',', 'multiple', 'macro', 'definition', '.', 'variable', ',', 'function', ',', 'macros', 'relate', 'input', 'output', 'operation', 'c.']","['<', 'stdio.h', '>', 'standard', 'header', 'file', 'stand', '""', 'standard', 'input', '/', 'output', 'header', '.', '""', 'provide', 'function', 'definition', 'input', 'output', 'operation', ',', 'read', 'write', 'file', ',', 'print', 'output', 'console', ',', 'handle', 'input', 'user', '.']"
"['ternary', 'operator', 'c']","['conditional', 'operator', '(', '?', ':)']","['ternary', 'operator', 'c', 'conditional', 'operator', ',', 'know', 'question', 'mark', 'operator', '.', 'represent', 'symbol', ""'"", '?', ""'"", '.']","['operator', 'conditional', 'operator', '(', '?', ':', ')', '.']"
"['int', 'know', 'reserve', 'word', '?']","['int', 'standard', 'c', 'language', 'library', ',', 'possible', 'use', 'activity', 'intend', 'functionality', '.']","['case', 'c', ',', '""', 'int', '""', 'reserve', 'word', 'declare', 'variable', 'type', 'integer', '.', 'c', 'language', 'specification', 'define', '""', 'int', '""', 'keyword', ',', 'identifi', 'purpose', 'variable', 'name', 'function', 'name', '.', 'ensure', '""', 'int', '""', 'consistently', 'recognize', 'compiler', 'datum', 'type', 'specifi', '.']","['int', 'keyword', '.', 'compiler', 'knowns', 'int', 'create', 'integer', 'variable', '.', 'use', ""'"", 'int', ""'"", 'keyword', 'purpose', ',', 'reserve', 'word', '.']"
"['information', 'give', 'compiler', 'declare', 'prototype', 'function', '?']","['function', ',', 'parameter', 'list', 'function', ',', 'return', 'type', 'function', '.']","['function', 'return', 'type', ',', ',', 'parameter', '.']","['function', ',', 'return', 'type', 'parameter', 'list']"
"['object', 'declare', 'volatile', 'omit', 'optimization', '?']","[',', 'time', ',', 'value', 'object', 'change', 'code', 'outside', 'scope', 'current', 'code', '.']","['value', 'change', 'code', 'outside', 'scope', 'current', 'code', 'time', '.']","['object', 'declare', 'volatile', ',', 'compiler', 'assume', 'value', 'change', 'time', ',', 'explicit', 'assignment', 'code', '.', 'result', ',', 'compiler', 'avoid', 'apply', 'certain', 'optimization', 'rely', 'assumption', 'unchanged', 'value', '.', 'omit', 'optimization', 'volatile', 'object', ',', 'compiler', 'ensure', 'program', 'behave', 'intend', '.']"
"['modifier', 'c', 'programming', 'language', '?']","['prefix', 'primary', 'data', 'type', 'indicate', 'storage', 'space', 'allocation', 'modification', 'variable', '.']","['modifier', 'keyword', 'c', 'change', 'mean', 'basic', 'data', 'type', 'c.', 'specifies', 'memory', 'space', 'allocate', 'variable', '.', 'modifier', 'prefix', 'basic', 'datum', 'type', 'modify', 'memory', 'allocate', 'variable', '.']","['modifier', 'keyword', 'modify', 'behavior', 'property', 'variable', 'function', '.', 'modifier', 'provide', 'additional', 'information', 'compiler', 'variable', 'function', 'treat', '.', 'affect', 'aspect', 'storage', 'duration', ',', 'visibility', ',', 'memory', 'layout', ',', 'behavior', 'execution', '.', 'storage', 'class', 'modifier', ',', 'type', 'modifier', 'qualifier']"
"['5', 'available', 'modifier', 'c']","[':', 'short', ',', 'long', ',', 'long', 'long', ',', 'sign', 'unsigned', '.']","['const', ',', 'volatile', ',', 'static', ',', 'extern', ',', 'register']","['sign', 'unsigned', ',', 'long', 'short', ',', 'const', ',', 'volatile', ',', 'register']"
"['free', 'block', 'memory', 'allocate', 'previously', '?']","['block', 'memory', 'previously', 'allocate', 'free', 'free', '(', ')', '.', 'memory', 'release', 'pointer', 'hold', 'memory', 'address', ':', 'realloc(ptr,0', ')', '.']","['yes', ',', 'c', ',', 'free', 'block', 'memory', 'allocate', 'previously', 'free', '(', ')', 'function', '.']","['use', 'free', '(', ')', 'function', 'free', 'block', 'memory', 'allocate', 'previously', ',', 'wish', 'partially', 'free', 'block', 'memory', 'use', 'realloc', '(', ')', 'function']"
"[""'"", '<', ""'"", 'fast', ""'"", '<', '=', ""'"", '?']","[',', 'fast', 'architecture', '.']","['historically', ',', 'architecture', 'true', '.', 'root', 'issue', 'integer', 'comparison', 'inherently', 'implement', 'integer', 'subtraction', '.']","['assume', 'talk', 'internal', 'integer', 'type', ',', 'possible', 'way', 'fast', '.', 'obviously', 'semantically', 'identical', '.', 'ask', 'compiler', 'precisely', 'thing', '.']"
"['initialize', 'member', 'array', 'value', '?']","['  ', 'recommend', 'method', 'initialize', 'value', 'array', '0', ',', 'miss', 'value', 'initialize', '0', '.']","['statically', 'initialize', 'large', 'array', 'value', ',', 'multiple', 'copy', '-', 'paste', ',', 'use', 'macro', ':', 'define', 'macro', 'static', 'value', 'want', ',', 'define', 'subsequent', 'macros', 'macro', ',', 'want', 'change', 'value', 'macro', 'need', 'change', '.']","['way', 'statically', 'initialize', 'array', 'value', 'try', 'loop', ',', 'loop', ',', 'want', 'value', 'place', 'space', 'give', 'array', '.']"
"['difference', 'definition', 'declaration', '?']","['declaration', 'introduce', 'identifi', 'describes', 'type', ',', 'type', ',', 'object', ',', 'function', '.', 'declaration', 'compiler', 'need', 'accept', 'reference', 'identifier', '.', 'definition', 'actually', 'instantiate', '/', 'implement', 'identifier', '.', 'linker', 'need', 'order', 'link', 'reference', 'entity', ',', 'definition', 'place', 'declaration', 'identifier', 'declare', 'want', ',', ',', 'define', 'exactly', '.']","['declaration', 'introduce', 'name', 'translation', 'unit', 'redeclare', 'name', 'introduce', 'previous', 'declaration', '.', 'declaration', 'specify', 'interpretation', 'attribute', 'name', '.', 'declaration', 'definition', 'declare', 'function', 'specify', 'function', 'body', ',', 'declare', 'static', 'member', 'class', 'definition', ',', 'declare', 'class', ',', 'contain', 'extern', 'keyword', 'initializer', 'function', 'body', ',', 'typedef', 'statement', '.']","['declaration', 'compiler', 'accept', '.', 'definition', 'content', 'associate', '.', 'definition', 'linker', 'link', 'reference', 'content', '.', 'simply', ',', 'declaration', 'states', 'code', 'exist', 'let', 'example', 'foo', ',', 'definition', 'state', 'foo', '.']"
"['segmentation', 'fault', 'c']","['segmentation', 'fault', 'specific', 'kind', 'error', 'cause', 'accessing', 'memory', '""', 'belong', '.', '""', 'helper', 'mechanism', 'keep', 'corrupt', 'memory', 'introduce', 'hard', '-', '-', 'debug', 'memory', 'bug', '.', 'segfault', 'know', 'wrong', 'memory', '–', 'access', 'variable', 'freed', ',', 'write', 'read', '-', 'portion', 'memory', ',', 'etc', '.']","['segmentation', 'fault', 'cause', 'request', 'page', 'process', 'list', 'descriptor', 'table', ',', 'invalid', 'request', 'page', 'list', '(', 'e.g.', 'write', 'request', 'read', '-', 'page', ')', '.']","['segmentation', 'fault', 'occur', 'program', 'attempt', 'access', 'memory', 'location', 'allow', 'access', ',', 'attempt', 'access', 'memory', 'location', 'way', 'allow', '(', 'example', ',', 'attempt', 'write', 'read', '-', 'location', ',', 'overwrite', 'operating', 'system', ')', '.']"
"['main', '(', ')', 'return', 'c']","['return', 'value', 'main', 'indicate', 'program', 'exit', '.', 'normal', 'exit', 'represent', '0', 'return', 'value', 'main', '.', 'abnormal', 'exit', 'signal', 'non', '-', 'zero', 'return', ',', 'standard', 'non', '-', 'zero', 'code', 'interpret', '.', 'c', ',', '-', 'enter', 'main', '(', ')', 'allow', ',', 'avoid', '.']","['main', '(', ')', 'return', 'exit_success', 'exit_failure', 'define', '<', 'stdlib.h', '>']","['main', '(', ')', 'function', 'entry', 'point', 'c', 'program', ',', 'require', 'return', 'integer', 'value', '.', 'return', 'type', 'main', '(', ')', 'int', '.', 'purpose', 'return', 'value', 'indicate', 'status', 'program', 'execution', 'operating', 'system', 'call', 'process', '.']"
"['happen', 'free', 'malloc', 'program', 'termination', '?']","['modern', 'operating', 'system', 'recover', 'allocate', 'memory', 'space', 'program', 'exit', '.', 'generally', ',', 'harm', ',', 'runtime', 'cost', 'have', 'storage', 'need', '.', 'consider', 'good', 'style', 'free', 'memory', 'soon', 'need', ',', 'free', 'program', 'exit', '.', 'exercise', 'know', 'memory', ',', 'think', 'need', '.', 'track', ',', 'memory', 'leak', '.']","['depend', 'system', 'memory', 'allocate', 'process', 'recover', 'operating', 'system', 'process', 'exit', '.', 'say', ',', 'try', 'avoid', 'memory', 'leak', '!']","['depend', 'operate', 'system', '.', 'majority', 'modern', '(', 'major', ')', 'operating', 'system', 'free', 'memory', 'free', 'program', 'end', '.', 'rely', 'bad', 'practice', 'well', 'free', 'explicitly', '.', 'rely', 'feature', 'operating', 'system', 'make', 'code', 'portable', '.']"
"['difference', 'float', 'double', '?']","['float', 'point', 'type', ':', 'float', ',', 'double', ',', 'long', 'double', '.', 'type', 'double', 'provide', 'precision', 'float', ',', 'type', 'long', 'double', 'provide', 'precision', 'double', '.', 'set', 'value', 'type', 'float', 'subset', 'set', 'value', 'type', 'double', ';', 'set', 'value', 'type', 'double', 'subset', 'set', 'value', 'type', 'long', 'double', '.']","['imply', ',', 'double', '2x', 'precision', 'float', '.', 'general', 'double', '15', 'decimal', 'digit', 'precision', ',', 'float', '7', '.', 'course', ',', ',', 'double', 'accurate', ',', 'long', 'double', ',', 'float', 'point', 'type', 'suffer', 'round', '-', 'error', ',', 'precision', 'important', 'use', 'int', 'fraction', 'class', '.']","['c', ',', 'float', 'double', 'datum', 'type', 'represent', 'float', '-', 'point', 'number', ',', 'number', 'fractional', '.', 'main', 'difference', 'float', 'double', 'lie', 'precision', 'storage', 'requirement', ':', 'float', ':', 'float', 'data', 'type', 'single', '-', 'precision', 'float', '-', 'point', 'type', '.', 'typically', 'occupy', '4', 'byte', 'memory', 'provide', 'approximately', '7', 'decimal', 'digit', 'precision', ',', 'double', 'data', 'type', 'double', '-', 'precision', 'float', '-', 'point', 'type', '.', 'usually', 'occupy', '8', 'byte', 'memory', 'provide', '15', 'decimal', 'digit', 'precision', '.']"
"['free', '(', ')', 'know', 'free', '?']","['malloc', '(', ')', ',', 'specify', 'memory', 'allocate', '.', 'memory', 'actually', 'slightly', ',', 'include', 'extra', 'information', 'record', '(', ')', 'big', 'block', '.', '(', 'reliably', ')', 'access', 'information', '-', '.', 'free', '(', ')', ',', 'simply', 'look', 'extra', 'information', 'find', 'big', 'block', '.']","['malloc', '/', 'free', 'implementation', 'remember', 'size', 'block', 'allocate', ',', 'necessary', 'remind', 'size', 'freeing', '.', '(', 'typically', ',', 'size', 'store', 'adjacent', 'allocate', 'block', ',', 'thing', 'usually', 'break', 'badly', 'bound', 'allocate', 'block', 'slightly', 'overstepped', ')']","['free', '(', ')', 'function', 'need', 'know', 'exact', 'memory', 'free', 'relie', 'information', 'store', 'internally', '.', 'allocate', 'memory', 'dynamically', 'aforementione', 'function', ',', 'system', 'keep', 'track', 'allocate', 'memory', 'store', 'additional', 'information', 'size', 'allocate', 'block', '.', 'information', 'typically', 'store', 'immediately', 'memory', 'block', ',', 'commonly', 'refer', 'memory', 'block', 'header', '.', 'free', '(', ')', 'deallocate', 'dynamically', 'allocate', 'block', ',', 'use', 'memory', 'block', 'header', 'determine', 'size', 'block', 'free', '.', 'system', 'reclaim', 'entire', 'block', 'memory', ',', 'include', 'memory', 'block', 'header', ',', 'make', 'available', 'future', 'allocation', '.']"
"['level', 'pointer', '?']","['c', ',', 'hard', 'limit', 'number', 'level', 'pointer', '.', 'language', 'specification', 'allow', 'multiple', 'level', 'indirection', 'pointer', '.', 'level', 'indirection', 'add', 'layer', 'memory', 'address', 'referencing', '.', 'example', ',', 'single', 'pointer', 'variable', 'int', '*', 'hold', 'memory', 'address', 'integer', 'variable', '.', 'pointer', 'pointer', ',', 'use', 'double', 'pointer', 'int', '*', '*', 'hold', 'memory', 'address', 'pointer', 'variable', ',', 'turn', ',', 'hold', 'memory', 'address', 'integer', 'variable', '.']","['theoretically', ',', 'level', 'indirection', 'want', '.', 'practically', 'consume', 'memory', 'indefinite', ',', 'limitation', 'resource', 'available', 'host', 'environment', '.', 'practically', 'maximum', 'limit', 'implementation', 'support', 'implementation', 'shall', 'document', 'appropriately', '.', 'artifact', ',', 'standard', 'specify', 'maximum', 'limit', ',', 'specify', 'low', 'limit', '.']","['c', 'standard', 'specifie', 'low', 'limit', 'implementation', 'shall', 'able', 'translate', 'execute', 'program', 'contain', 'instance', 'follow', 'limit', ':', '12', 'pointer', ',', 'array', ',', 'function', 'declarator', '(', 'combination', ')', 'modify', 'arithmetic', ',', 'structure', ',', 'union', ',', 'void', 'type', 'declaratio', ',', 'upper', 'limit', 'implementation', 'specific', '.']"
"['use', 'pointer', 'pointer', '?']","['reason', 'want', 'change', 'value', 'pointer', 'pass', 'function', 'function', 'argument', ',', 'require', 'pointer', 'pointer', '.', 'simple', 'word', ',', 'use', 'want', 'preserve', '(', 'retain', 'change', ')', 'memory', '-', 'allocation', 'assignment', 'outside', 'function', '.']","['particularly', 'useful', 'deal', 'multi', '-', 'dimensional', 'array', ',', 'link', 'data', 'structure', ',', 'modification', 'pointer', 'value', 'required.they', 'useful', 'situation', ',', 'include', ':', 'dynamic', 'memory', 'allocation', ',', 'modify', 'pointer', 'value', ',', 'function', 'parameter', 'dynamic', 'datum', 'structure', '.']","['concept', 'double', 'pointer', 'allow', 'create', 'complex', 'datum', 'structure', 'handle', 'multiple', 'level', 'indirection', '.', 'allow', 'organize', 'manage', 'datum', 'hierarchical', 'manner', ',', 'enable', 'representation', 'level', 'abstraction', 'relationship', 'datum', '.', 'important', 'note', 'number', 'level', 'indirection', 'increase', ',', 'complexity', 'management', 'datum', 'structure', 'increase', '.']"
"['bus', 'error', '?', 'different', 'segmentation', 'fault', '?']","['bus', 'error', 'rare', 'nowadays', 'x86', 'occur', 'processor', 'attempt', 'memory', 'access', 'request', ',', 'typically', 'processor', 'instruction', 'address', 'satisfy', 'alignment', 'requirement', 'segmentation', 'fault', 'occur', 'access', 'memory', 'belong', 'process', '.', 'common', 'typically', 'result', ':', 'pointer', 'deallocate', ',', 'uninitialized', 'bogus', 'pointer', ',', 'null', 'pointer', 'overflowing', 'buffer', '.']","['segmentation', 'fault', 'accessing', 'memory', 'allow', 'access', '.', 'read', '-', ',', 'permission', ',', 'etc', '...', 'bus', 'error', 'try', 'access', 'memory', 'possibly', '.', 'address', 'meaningless', 'system', ',', 'wrong', 'kind', 'address', 'operation', '.']","['important', 'difference', ':', 'segmentation', 'fault', 'occur', 'program', 'try', 'access', 'memory', 'location', 'allow', 'access', '.', 'typically', 'happen', 'memory', 'access', 'violation', ',', 'operating', 'system', 'terminate', 'program', 'generate', 'signal', ',', 'usually', 'result', 'program', 'crash', 'termination', '.', 'hand', 'bus', 'error', 'occur', 'program', 'perform', 'illegal', 'memory', 'access', 'align', 'hardware', 'bus', 'architecture', 'similar', 'segmentation', 'fault', ',', 'bus', 'error', 'result', 'program', 'terminate', 'operating', 'system', 'illegal', 'memory', 'access', '.', ',', 'specific', 'cause', 'relate', 'hardware', 'alignment', 'memory', 'access', 'issue', 'strictly', 'memory', 'management', 'violation', '.']"
"['purpose', 'union', 'c']","['purpose', 'union', 'save', 'memory', 'memory', 'region', 'store', 'different', 'object', 'different', 'time', '.']","['c', ',', 'union', 'special', 'data', 'type', 'allow', 'store', 'different', 'type', 'datum', 'memory', 'location', '.', 'provide', 'way', 'define', 'variable', 'different', 'type', 'occupy', 'memory', 'space', '.', 'purpose', 'union', 'save', 'memory', 'reuse', 'memory', 'location', 'different', 'type', 'datum', '.']","['union', 'c', 'allow', 'merge', 'different', 'object', 'hold', 'value', 'non', '-', 'overlap', 'lifetime', '.', 'help', 'save', 'memory', '.', 'union', '""', 'active', '""', 'member', 'give', 'moment', 'program', '.']"
"['multiplication', 'division', 'shift', 'operator', 'c', 'actually', 'fast', '?']","['likely', '.', 'compiler', 'optimizer', 'know', 'multiply', 'quickly', 'target', 'processor', 'architecture', 'capable', '.', 'possible', 'processor', 'implement', 'multiply', 'instruction', 'sequence', 'shift', '&', 'add', 'microcode', '.']","['depend', 'processor', 'compiler', '.', 'compiler', 'optimize', 'code', 'way', ',', '.']","['certain', 'case', ',', 'multiplication', 'division', 'shift', 'operator', 'c', 'fast', 'traditional', 'multiplication', 'division', 'operator', '.', 'modern', 'compiler', 'generally', 'good', 'optimize', 'code', ',', 'automatically', 'replace', 'multiplication', 'division', 'operation', 'equivalent', 'bit', 'shift', 'operation', 'beneficial', '.', ',', 'important', 'note', 'compiler', 'ability', 'perform', 'optimization', 'depend', 'specific', 'circumstance', 'level', 'optimization', 'enable', '.']"
"['malloc+memset', 'slow', 'calloc', '?']","['case', ',', '.', 'case', ',', 'calloc', '(', ')', 'work', 'skip', 'memset', '(', ')', 'entirely', '.', 'case', ',', 'calloc', '(', ')', 'cheat', 'allocate', 'memory', '!', ',', 'malloc()+memset', '(', ')', 'work', '.']","['malloc', 'function', 'c', 'allocate', 'block', 'memory', ',', 'calloc', 'function', 'allocate', 'initialize', 'block', 'memory', 'zero', '.', 'difference', 'performance', 'malloc', 'follow', 'memset', 'calloc', 'attribute', 'follow', 'factor', ':', 'memory', 'initialization', ',', 'optimization', ',', 'memory', 'allocation', 'size']","['system', ',', 'spare', 'processing', 'time', ',', 'os', 'goes', 'set', 'free', 'memory', 'zero', 'mark', 'safe', 'calloc', '(', ')', ',', 'calloc', '(', ')', ',', 'free', ',', 'zeroed', 'memory', '.']"
"['rand', '(', ')', '+', 'rand', '(', ')', 'produce', 'negative', 'number', '?']","['rand', '(', ')', 'define', 'return', 'integer', '0', 'rand_max', '.', 'overflow', '.', 'observe', 'likely', 'result', 'undefined', 'behaviour', 'cause', 'integer', 'overflow', '.']","['problem', 'addition', '.', 'rand', '(', ')', 'return', 'int', 'value', '0', '...', 'rand_max', '.', ',', 'add', ',', 'rand_max', '*', '2', '.', 'exceed', 'int_max', ',', 'result', 'addition', 'overflow', 'valid', 'range', 'int', 'hold', '.', 'overflow', 'sign', 'value', 'undefined', 'behaviour', 'lead', 'keyboard', 'talk', 'foreign', 'tongue', '.']","['rand', '(', ')', 'function', 'c', 'generate', 'random', 'number', ',', 'range', 'value', 'produce', 'depend', 'implementation', '.', 'implementation', 'allow', 'positive', 'number', ',', 'include', 'negative', 'number', '.', 'get', 'negative', 'number', 'rand', '(', ')', '+', 'rand', '(', ')', ',', 'mean', 'implementation', 'allow', 'negative', 'value', 'range', '.']"
"['correctly', 'use', 'extern', 'keyword', 'c']","['keyword', ',', 'function', 'variable', 'assume', 'available', 'resolve', 'defer', 'linker.there', 'difference', 'extern', 'function', 'variables.for', 'variable', 'instantiate', 'variable', ',', 'i.e.', 'allocate', 'memory', '.', 'need', '.', 'function', ',', 'tell', 'compiler', 'linkage', 'extern', '.', 'default', '(', 'use', 'keyword', 'static', 'indicate', 'function', 'bind', 'extern', 'linkage', ')', 'need', 'use', 'explicitly', '.']","['extern', 'tell', 'compiler', 'datum', 'define', 'connected', 'linker', '.']","['extern', 'keyword', ',', 'use', 'variable', 'function', 'define', 'different', 'source', 'file', 'allow', 'access', 'utilize', 'multiple', 'module', 'program', '.', 'worth', 'note', 'extern', 'necessary', 'declare', 'define', 'variable', 'function', 'source', 'file', '.', 'case', ',', 'simply', 'define', 'variable', 'function', 'extern', 'keyword', '.', 'extern', 'keyword', 'primarily', 'access', 'entity', 'define', 'separate', 'file', '.']"
"['assert', 'function', '?']","['assert', 'terminate', 'program', 'argument', 'turn', 'false', '.', 'commonly', 'debug', 'program', 'fail', 'obviously', 'unexpected', 'condition', 'occur', '.']","['take', 'expression', 'parameter', 'function', '.', 'parameter', 'evaluate', '.', 'value', 'return', 'evaluation', 'expression', '0', 'false', ',', 'return', 'expression', 'file', 'line', 'execution', 'error', '.', 'error', 'occur', ',', 'program', 'call', 'abort', '(', ')', 'function', '.', 'assert', 'function', 'expression', 'evaluate', 'true', '.']","['assert', 'function', 'primarily', 'development', 'testing', 'phase', 'catch', 'logical', 'error', 'assumption', 'violate', 'runtime', '.', 'help', 'identify', 'locate', 'bugs', 'code', 'halting', 'program', 'execution', 'point', 'failure', '.']"
